Placemark,LL Lon,LL Lat,UR Lon,UR Lat
160_31,58.586,41.121,61.394,42.382
160_32,58.156,39.69,60.898,40.96
160_33,57.739,38.258,60.419,39.536
160_34,57.333,36.825,59.956,38.111
160_35,56.938,35.39,59.508,36.684
161_31,57.041,41.121,59.849,42.382
161_32,56.611,39.69,59.353,40.96
161_33,56.194,38.258,58.874,39.536
161_34,55.788,36.825,58.411,38.111
161_35,55.393,35.39,57.963,36.684
162_31,55.496,41.121,58.304,42.382
162_32,55.066,39.69,57.808,40.96
162_33,54.649,38.258,57.329,39.536
162_34,54.243,36.825,56.866,38.111
162_35,53.848,35.39,56.418,36.684
163_31,53.951,41.121,56.759,42.382
163_32,53.521,39.69,56.263,40.96
163_33,53.104,38.258,55.784,39.536
163_34,52.698,36.825,55.321,38.111
163_35,52.303,35.39,54.873,36.684
164_31,52.406,41.121,55.214,42.382
164_32,51.976,39.69,54.718,40.96
164_33,51.559,38.258,54.239,39.536
164_34,51.153,36.825,53.776,38.111
164_35,50.757,35.39,53.328,36.684
