Placemark,LL Lon,LL Lat,UR Lon,UR Lat
115_31,128.114,41.121,130.922,42.382
115_32,127.684,39.69,130.426,40.96
115_33,127.267,38.258,129.947,39.536
115_34,126.861,36.825,129.484,38.111
115_35,126.466,35.39,129.036,36.684
116_31,126.569,41.121,129.377,42.382
116_32,126.139,39.69,128.881,40.96
116_33,125.722,38.258,128.402,39.536
116_34,125.316,36.825,127.939,38.111
116_35,124.921,35.39,127.491,36.684
117_31,125.024,41.121,127.832,42.382
117_32,124.594,39.69,127.336,40.96
117_33,124.177,38.258,126.857,39.536
117_34,123.771,36.825,126.394,38.111
117_35,123.375,35.39,125.946,36.684
118_31,123.479,41.121,126.287,42.382
118_32,123.049,39.69,125.791,40.96
118_33,122.632,38.258,125.312,39.536
118_34,122.226,36.825,124.849,38.111
118_35,121.83,35.39,124.401,36.684
119_31,121.934,41.121,124.742,42.382
119_32,121.504,39.69,124.246,40.96
119_33,121.086,38.258,123.767,39.536
119_34,120.681,36.825,123.304,38.111
119_35,120.285,35.39,122.856,36.684
