Placemark,LL Lon,LL Lat,UR Lon,UR Lat
180_31,27.685,41.121,30.493,42.382
180_32,27.255,39.69,29.997,40.96
180_33,26.838,38.258,29.518,39.536
180_34,26.432,36.825,29.055,38.111
180_35,26.036,35.39,28.607,36.684
181_31,26.14,41.121,28.948,42.382
181_32,25.71,39.69,28.452,40.96
181_33,25.292,38.258,27.973,39.536
181_34,24.887,36.825,27.51,38.111
181_35,24.491,35.39,27.062,36.684
182_31,24.595,41.121,27.402,42.382
182_32,24.165,39.69,26.907,40.96
182_33,23.747,38.258,26.428,39.536
182_34,23.342,36.825,25.965,38.111
182_35,22.946,35.39,25.517,36.684
183_31,23.05,41.121,25.857,42.382
183_32,22.62,39.69,25.361,40.96
183_33,22.202,38.258,24.883,39.536
183_34,21.797,36.825,24.42,38.111
183_35,21.401,35.39,23.972,36.684
184_31,21.505,41.121,24.312,42.382
184_32,21.075,39.69,23.816,40.96
184_33,20.657,38.258,23.338,39.536
184_34,20.251,36.825,22.875,38.111
184_35,19.856,35.39,22.427,36.684
