Placemark,LL Lon,LL Lat,UR Lon,UR Lat
185_31,19.959,41.121,22.767,42.382
185_32,19.53,39.69,22.271,40.96
185_33,19.112,38.258,21.793,39.536
185_34,18.706,36.825,21.33,38.111
185_35,18.311,35.39,20.881,36.684
186_31,18.414,41.121,21.222,42.382
186_32,17.984,39.69,20.726,40.96
186_33,17.567,38.258,20.248,39.536
186_34,17.161,36.825,19.785,38.111
186_35,16.766,35.39,19.336,36.684
187_31,16.869,41.121,19.677,42.382
187_32,16.439,39.69,19.181,40.96
187_33,16.022,38.258,18.703,39.536
187_34,15.616,36.825,18.24,38.111
187_35,15.221,35.39,17.791,36.684
188_31,15.324,41.121,18.132,42.382
188_32,14.894,39.69,17.636,40.96
188_33,14.477,38.258,17.157,39.536
188_34,14.071,36.825,16.695,38.111
188_35,13.676,35.39,16.246,36.684
189_31,13.779,41.121,16.587,42.382
189_32,13.349,39.69,16.091,40.96
189_33,12.932,38.258,15.612,39.536
189_34,12.526,36.825,15.15,38.111
189_35,12.131,35.39,14.701,36.684
