Placemark,LL Lon,LL Lat,UR Lon,UR Lat
208_1,36.047,81.107,50.119,80.307
209_1,34.502,81.107,48.574,80.307
205_1,40.682,81.107,54.754,80.307
210_4,15.208,78.095,26.874,78.048
210_5,11.184,76.927,21.889,77.061
211_3,18.498,79.196,31.133,78.936
211_4,13.663,78.095,25.329,78.048
212_2,22.797,80.211,36.298,79.699
212_3,16.953,79.196,29.588,78.936
212_5,8.093,76.927,18.799,77.061
213_2,21.252,80.211,34.753,79.699
215_2,18.162,80.211,31.663,79.699
213_5,6.548,76.927,17.254,77.061
215_4,7.483,78.095,19.149,78.048
216_2,16.617,80.211,30.118,79.699
216_3,10.772,79.196,23.408,78.936
215_3,12.317,79.196,24.953,78.936
217_3,9.227,79.196,21.863,78.936
219_1,19.051,81.107,33.123,80.307
217_1,22.141,81.107,36.214,80.307
