Placemark,LL Lon,LL Lat,UR Lon,UR Lat
32_5,-73.795,76.927,-63.09,77.061
35_3,-69.571,79.196,-56.936,78.936
35_4,-74.406,78.095,-62.74,78.048
35_5,-78.43,76.927,-67.725,77.061
38_3,-74.206,79.196,-61.571,78.936
41_2,-72.997,80.211,-59.496,79.699
41_3,-78.841,79.196,-66.206,78.936
41_4,-83.676,78.095,-72.01,78.048
41_5,-87.7,76.927,-76.995,77.061
43_1,-69.018,81.107,-54.945,80.307
43_2,-76.087,80.211,-62.586,79.699
43_3,-81.932,79.196,-69.296,78.936
43_4,-86.766,78.095,-75.1,78.048
43_5,-90.791,76.927,-80.086,77.061
44_3,-83.477,79.196,-70.841,78.936
44_4,-88.311,78.095,-76.645,78.048
