Placemark,LL Lon,LL Lat,UR Lon,UR Lat
12_1,-21.121,81.107,-7.048,80.307
8_2,-22.009,80.211,-8.509,79.699
1_5,-25.898,76.927,-15.193,77.061
3_4,-24.964,78.095,-13.298,78.048
5_3,-23.219,79.196,-10.584,78.936
