Placemark,LL Lon,LL Lat,UR Lon,UR Lat
156_6,91.236,75.711,101.044,75.996
158_8,82.809,73.172,91.087,73.692
150_6,100.506,75.711,110.314,75.996
152_6,97.416,75.711,107.224,75.996
159_6,86.6,75.711,96.409,75.996
154_6,94.326,75.711,104.134,75.996
159_7,83.729,74.456,92.727,74.868
161_8,78.174,73.172,86.452,73.692
161_9,76.037,71.865,83.679,72.476
161_10,74.165,70.539,81.247,71.228
162_6,81.965,75.711,91.774,75.996
162_7,79.094,74.456,88.092,74.868
162_8,76.629,73.172,84.907,73.692
162_9,74.492,71.865,82.134,72.476
162_10,72.62,70.539,79.702,71.228
164_6,78.875,75.711,88.684,75.996
164_7,76.004,74.456,85.002,74.868
164_8,73.539,73.172,81.817,73.692
164_9,71.402,71.865,79.043,72.476
164_10,69.529,70.539,76.612,71.228
