Placemark,LL Lon,LL Lat,UR Lon,UR Lat
63_10,-134.419,70.539,-127.336,71.228
63_6,-125.074,75.711,-115.265,75.996
62_8,-128.864,73.172,-120.587,73.692
62_7,-126.4,74.456,-117.402,74.868
55_6,-112.713,75.711,-102.904,75.996
55_7,-115.584,74.456,-106.586,74.868
55_9,-120.186,71.865,-112.545,72.476
55_10,-122.059,70.539,-114.976,71.228
55_8,-118.049,73.172,-109.771,73.692
53_10,-118.968,70.539,-111.886,71.228
53_6,-109.623,75.711,-99.814,75.996
58_6,-117.348,75.711,-107.54,75.996
58_9,-124.822,71.865,-117.18,72.476
58_10,-126.694,70.539,-119.611,71.228
60_6,-120.438,75.711,-110.63,75.996
60_7,-123.31,74.456,-114.312,74.868
60_9,-127.912,71.865,-120.27,72.476
60_10,-129.784,70.539,-122.701,71.228
