Placemark,LL Lon,LL Lat,UR Lon,UR Lat
45_6,-97.262,75.711,-87.454,75.996
45_8,-102.598,73.172,-94.321,73.692
45_10,-106.608,70.539,-99.525,71.228
45_9,-104.736,71.865,-97.094,72.476
45_7,-100.134,74.456,-91.136,74.868
43_6,-94.172,75.711,-84.364,75.996
41_10,-100.428,70.539,-93.345,71.228
41_9,-98.556,71.865,-90.914,72.476
41_8,-96.418,73.172,-88.14,73.692
41_7,-93.954,74.456,-84.955,74.868
41_6,-91.082,75.711,-81.274,75.996
47_6,-100.352,75.711,-90.544,75.996
47_10,-109.698,70.539,-102.615,71.228
50_6,-104.988,75.711,-95.179,75.996
50_7,-107.859,74.456,-98.861,74.868
50_8,-110.324,73.172,-102.046,73.692
50_9,-112.461,71.865,-104.819,72.476
50_10,-114.333,70.539,-107.251,71.228
