Placemark,LL Lon,LL Lat,UR Lon,UR Lat
173_10,55.624,70.539,62.707,71.228
165_9,69.856,71.865,77.498,72.476
165_10,67.984,70.539,75.067,71.228
174_6,63.424,75.711,73.233,75.996
166_6,75.785,75.711,85.593,75.996
166_7,72.913,74.456,81.912,74.868
166_8,70.449,73.172,78.726,73.692
169_8,65.814,73.172,74.091,73.692
169_9,63.676,71.865,71.318,72.476
176_6,60.334,75.711,70.143,75.996
176_7,57.463,74.456,66.461,74.868
169_10,61.804,70.539,68.887,71.228
176_9,52.861,71.865,60.503,72.476
176_10,50.989,70.539,58.071,71.228
180_6,54.154,75.711,63.963,75.996
176_8,54.998,73.172,63.276,73.692
180_7,51.282,74.456,60.281,74.868
180_9,46.68,71.865,54.322,72.476
180_8,48.818,73.172,57.096,73.692
