Placemark,LL Lon,LL Lat,UR Lon,UR Lat
226_10,-26.265,70.539,-19.182,71.228
227_7,-21.336,74.456,-12.337,74.868
227_8,-23.8,73.172,-15.522,73.692
227_9,-25.938,71.865,-18.296,72.476
228_10,-29.355,70.539,-22.272,71.228
229_6,-21.554,75.711,-11.746,75.996
230_10,-32.445,70.539,-25.362,71.228
232_6,-26.189,75.711,-16.381,75.996
232_7,-29.061,74.456,-20.063,74.868
232_8,-31.525,73.172,-23.248,73.692
