Placemark,LL Lon,LL Lat,UR Lon,UR Lat
186_58,9.157,2.208,11.199,3.577
186_59,8.85,0.762,10.891,2.131
186_60,8.543,-0.685,10.583,0.685
187_57,7.918,3.654,9.964,5.023
187_58,7.612,2.208,9.654,3.577
187_59,7.305,0.762,9.346,2.131
188_57,6.373,3.654,8.419,5.023
188_59,5.76,0.762,7.8,2.131
188_60,5.453,-0.685,7.493,0.685
189_56,5.134,5.101,7.185,6.468
189_57,4.828,3.654,6.874,5.023
