Placemark,LL Lon,LL Lat,UR Lon,UR Lat
105_60,133.693,-0.685,135.733,0.685
106_56,133.375,5.101,135.426,6.468
106_60,132.148,-0.685,134.188,0.685
107_56,131.829,5.101,133.881,6.468
107_58,131.217,2.208,133.259,3.577
107_60,130.603,-0.685,132.643,0.685
108_60,129.058,-0.685,131.098,0.685
109_58,128.127,2.208,130.169,3.577
109_59,127.82,0.762,129.861,2.131
109_60,127.513,-0.685,129.553,0.685
