Placemark,LL Lon,LL Lat,UR Lon,UR Lat
165_60,40.99,-0.685,43.029,0.685
161_56,48.396,5.101,50.447,6.468
161_57,48.09,3.654,50.136,5.023
162_56,46.851,5.101,48.902,6.468
162_57,46.545,3.654,48.591,5.023
162_58,46.238,2.208,48.281,3.577
163_58,44.693,2.208,46.736,3.577
163_59,44.387,0.762,46.427,2.131
164_59,42.842,0.762,44.882,2.131
164_60,42.535,-0.685,44.574,0.685
