Placemark,LL Lon,LL Lat,UR Lon,UR Lat
11_60,-81.071,-0.685,-79.031,0.685
11_59,-80.764,0.762,-78.723,2.131
10_56,-78.299,5.101,-76.248,6.468
10_57,-78.606,3.654,-76.56,5.023
10_58,-78.912,2.208,-76.869,3.577
10_59,-79.219,0.762,-77.178,2.131
