Placemark,LL Lon,LL Lat,UR Lon,UR Lat
115_56,119.469,5.101,121.52,6.468
115_57,119.163,3.654,121.209,5.023
115_59,118.55,0.762,120.59,2.131
115_60,118.243,-0.685,120.283,0.685
116_56,117.924,5.101,119.975,6.468
116_57,117.617,3.654,119.664,5.023
116_58,117.311,2.208,119.354,3.577
116_59,117.005,0.762,119.045,2.131
116_60,116.698,-0.685,118.737,0.685
117_56,116.379,5.101,118.43,6.468
117_57,116.072,3.654,118.119,5.023
118_56,114.834,5.101,116.885,6.468
118_57,114.527,3.654,116.573,5.023
119_57,112.982,3.654,115.028,5.023
119_58,112.676,2.208,114.719,3.577
