Placemark,LL Lon,LL Lat,UR Lon,UR Lat
132_56,93.203,5.101,95.254,6.468
130_59,95.374,0.762,97.414,2.131
131_58,94.135,2.208,96.178,3.577
130_58,95.68,2.208,97.723,3.577
130_56,96.293,5.101,98.344,6.468
130_57,95.987,3.654,98.033,5.023
131_57,94.442,3.654,96.488,5.023
131_56,94.748,5.101,96.799,6.468
125_58,103.406,2.208,105.448,3.577
125_59,103.099,0.762,105.14,2.131
125_60,102.792,-0.685,104.832,0.685
126_56,102.473,5.101,104.524,6.468
126_57,102.167,3.654,104.213,5.023
126_58,101.861,2.208,103.903,3.577
126_59,101.554,0.762,103.594,2.131
126_60,101.247,-0.685,103.287,0.685
127_56,100.928,5.101,102.979,6.468
127_57,100.622,3.654,102.668,5.023
127_58,100.315,2.208,102.358,3.577
127_59,100.009,0.762,102.049,2.131
127_60,99.702,-0.685,101.742,0.685
128_56,99.383,5.101,101.434,6.468
128_57,99.077,3.654,101.123,5.023
128_58,98.77,2.208,100.813,3.577
128_59,98.464,0.762,100.504,2.131
128_60,98.157,-0.685,100.197,0.685
129_56,97.838,5.101,99.889,6.468
129_57,97.532,3.654,99.578,5.023
129_58,97.225,2.208,99.268,3.577
129_59,96.919,0.762,98.959,2.131
129_60,96.612,-0.685,98.652,0.685
