Placemark,LL Lon,LL Lat,UR Lon,UR Lat
200_56,-11.862,5.101,-9.81,6.468
195_56,-4.136,5.101,-2.085,6.468
195_57,-4.443,3.654,-2.396,5.023
196_56,-5.681,5.101,-3.63,6.468
196_57,-5.988,3.654,-3.942,5.023
197_56,-7.226,5.101,-5.175,6.468
197_57,-7.533,3.654,-5.487,5.023
198_57,-9.078,3.654,-7.032,5.023
199_56,-10.316,5.101,-8.265,6.468
199_57,-10.623,3.654,-8.577,5.023
