Placemark,LL Lon,LL Lat,UR Lon,UR Lat
56_11,-125.258,69.198,-118.668,69.955
58_11,-128.348,69.198,-121.758,69.955
60_11,-131.438,69.198,-124.848,69.955
60_11,-131.438,69.198,-124.848,69.955
65_12,-140.639,67.844,-134.482,68.66
64_11,-137.619,69.198,-131.028,69.955
66_11,-140.709,69.198,-134.118,69.955
70_11,-146.889,69.198,-140.299,69.955
68_11,-143.799,69.198,-137.209,69.955
