Placemark,LL Lon,LL Lat,UR Lon,UR Lat
76_15,-161.251,63.727,-156.122,64.68
77_15,-162.796,63.727,-157.667,64.68
78_14,-163.249,65.108,-157.817,66.02
78_15,-164.341,63.727,-159.212,64.68
79_13,-163.595,66.48,-157.822,67.347
79_14,-164.794,65.108,-159.362,66.02
79_15,-165.886,63.727,-160.757,64.68
80_11,-162.34,69.198,-155.749,69.955
80_12,-163.815,67.844,-157.658,68.66
80_13,-165.14,66.48,-159.367,67.347
80_14,-166.339,65.108,-160.907,66.02
80_15,-167.431,63.727,-162.302,64.68
