Placemark,LL Lon,LL Lat,UR Lon,UR Lat
171_11,57.059,69.198,63.65,69.955
171_12,55.584,67.844,61.741,68.66
171_13,54.259,66.48,60.032,67.347
171_14,53.06,65.108,58.492,66.02
171_15,51.968,63.727,57.097,64.68
172_11,55.514,69.198,62.105,69.955
172_12,54.039,67.844,60.196,68.66
172_13,52.714,66.48,58.487,67.347
172_14,51.515,65.108,56.947,66.02
172_15,50.423,63.727,55.552,64.68
173_11,53.969,69.198,60.56,69.955
173_12,52.494,67.844,58.651,68.66
173_13,51.169,66.48,56.942,67.347
173_14,49.97,65.108,55.402,66.02
173_15,48.878,63.727,54.007,64.68
174_11,52.424,69.198,59.015,69.955
174_12,50.949,67.844,57.106,68.66
174_13,49.624,66.48,55.397,67.347
174_14,48.425,65.108,53.857,66.02
174_15,47.333,63.727,52.462,64.68
175_11,50.879,69.198,57.47,69.955
175_12,49.404,67.844,55.561,68.66
175_13,48.079,66.48,53.852,67.347
175_14,46.88,65.108,52.312,66.02
175_15,45.788,63.727,50.917,64.68
