Placemark,LL Lon,LL Lat,UR Lon,UR Lat
86_11,-171.61,69.198,-165.02,69.955
86_12,-173.085,67.844,-166.929,68.66
86_13,-174.41,66.48,-168.638,67.347
86_14,-175.609,65.108,-170.177,66.02
86_15,-176.702,63.727,-171.573,64.68
87_11,-173.155,69.198,-166.565,69.955
87_12,-174.63,67.844,-168.474,68.66
87_13,-175.955,66.48,-170.183,67.347
87_14,-177.154,65.108,-171.722,66.02
87_15,-178.247,63.727,-173.118,64.68
88_11,-174.7,69.198,-168.11,69.955
88_12,-176.175,67.844,-170.019,68.66
88_13,-177.5,66.48,-171.728,67.347
88_14,-178.699,65.108,-173.267,66.02
88_15,-179.792,63.727,-174.663,64.68
89_11,-176.245,69.198,-169.655,69.955
89_12,-177.72,67.844,-171.564,68.66
89_13,-179.045,66.48,-173.273,67.347
90_11,-177.79,69.198,-171.2,69.955
90_12,-179.265,67.844,-173.109,68.66
