Placemark,LL Lon,LL Lat,UR Lon,UR Lat
181_11,41.609,69.198,48.199,69.955
181_12,40.134,67.844,46.29,68.66
181_13,38.809,66.48,44.581,67.347
181_14,37.61,65.108,43.042,66.02
181_15,36.517,63.727,41.646,64.68
182_11,40.064,69.198,46.654,69.955
182_12,38.589,67.844,44.745,68.66
182_13,37.264,66.48,43.036,67.347
182_14,36.065,65.108,41.497,66.02
182_15,34.972,63.727,40.101,64.68
183_11,38.519,69.198,45.109,69.955
183_12,37.044,67.844,43.2,68.66
183_13,35.719,66.48,41.491,67.347
183_14,34.519,65.108,39.952,66.02
183_15,33.427,63.727,38.556,64.68
184_11,36.974,69.198,43.564,69.955
184_12,35.499,67.844,41.655,68.66
184_13,34.173,66.48,39.946,67.347
184_14,32.974,65.108,38.407,66.02
184_15,31.882,63.727,37.011,64.68
185_11,35.428,69.198,42.019,69.955
185_12,33.953,67.844,40.11,68.66
185_13,32.628,66.48,38.401,67.347
185_14,31.429,65.108,36.861,66.02
185_15,30.337,63.727,35.466,64.68
