Placemark,LL Lon,LL Lat,UR Lon,UR Lat
41_11,-102.082,69.198,-95.492,69.955
41_12,-103.557,67.844,-97.401,68.66
41_13,-104.882,66.48,-99.11,67.347
41_14,-106.081,65.108,-100.649,66.02
41_15,-107.174,63.727,-102.045,64.68
42_11,-103.627,69.198,-97.037,69.955
42_12,-105.102,67.844,-98.946,68.66
42_13,-106.427,66.48,-100.655,67.347
42_14,-107.626,65.108,-102.194,66.02
42_15,-108.719,63.727,-103.59,64.68
43_11,-105.172,69.198,-98.582,69.955
43_12,-106.647,67.844,-100.491,68.66
43_13,-107.972,66.48,-102.2,67.347
43_14,-109.172,65.108,-103.739,66.02
43_15,-110.264,63.727,-105.135,64.68
44_11,-106.717,69.198,-100.127,69.955
44_12,-108.192,67.844,-102.036,68.66
44_13,-109.518,66.48,-103.745,67.347
44_14,-110.717,65.108,-105.284,66.02
44_15,-111.809,63.727,-106.68,64.68
45_11,-108.263,69.198,-101.672,69.955
45_12,-109.737,67.844,-103.581,68.66
45_13,-111.063,66.48,-105.29,67.347
45_14,-112.262,65.108,-106.83,66.02
45_15,-113.354,63.727,-108.225,64.68
