Placemark,LL Lon,LL Lat,UR Lon,UR Lat
81_11,-163.885,69.198,-157.294,69.955
81_12,-165.36,67.844,-159.203,68.66
81_13,-166.685,66.48,-160.912,67.347
81_14,-167.884,65.108,-162.452,66.02
81_15,-168.976,63.727,-163.847,64.68
82_11,-165.43,69.198,-158.839,69.955
82_12,-166.905,67.844,-160.748,68.66
82_13,-168.23,66.48,-162.457,67.347
82_14,-169.429,65.108,-163.997,66.02
82_15,-170.521,63.727,-165.392,64.68
83_11,-166.975,69.198,-160.385,69.955
83_12,-168.45,67.844,-162.293,68.66
83_13,-169.775,66.48,-164.002,67.347
83_14,-170.974,65.108,-165.542,66.02
83_15,-172.066,63.727,-166.938,64.68
84_11,-168.52,69.198,-161.93,69.955
84_12,-169.995,67.844,-163.839,68.66
84_13,-171.32,66.48,-165.547,67.347
84_14,-172.519,65.108,-167.087,66.02
84_15,-173.611,63.727,-168.483,64.68
85_11,-170.065,69.198,-163.475,69.955
85_12,-171.54,67.844,-165.384,68.66
85_13,-172.865,66.48,-167.092,67.347
85_14,-174.064,65.108,-168.632,66.02
85_15,-175.156,63.727,-170.028,64.68
