Placemark,LL Lon,LL Lat,UR Lon,UR Lat
166_11,64.785,69.198,71.375,69.955
166_12,63.31,67.844,69.466,68.66
166_13,61.985,66.48,67.757,67.347
166_14,60.786,65.108,66.218,66.02
166_15,59.693,63.727,64.822,64.68
167_11,63.24,69.198,69.83,69.955
167_12,61.765,67.844,67.921,68.66
167_13,60.44,66.48,66.212,67.347
167_14,59.24,65.108,64.673,66.02
167_15,58.148,63.727,63.277,64.68
168_11,61.695,69.198,68.285,69.955
168_12,60.22,67.844,66.376,68.66
168_13,58.894,66.48,64.667,67.347
168_14,57.695,65.108,63.128,66.02
168_15,56.603,63.727,61.732,64.68
169_11,60.15,69.198,66.74,69.955
169_12,58.675,67.844,64.831,68.66
169_13,57.349,66.48,63.122,67.347
169_14,56.15,65.108,61.582,66.02
169_15,55.058,63.727,60.187,64.68
170_11,58.604,69.198,65.195,69.955
170_12,57.129,67.844,63.286,68.66
170_13,55.804,66.48,61.577,67.347
170_14,54.605,65.108,60.037,66.02
170_15,53.513,63.727,58.642,64.68
