Placemark,LL Lon,LL Lat,UR Lon,UR Lat
215_11,-10.923,69.198,-4.333,69.955
215_12,-12.398,67.844,-6.242,68.66
215_13,-13.724,66.48,-7.951,67.347
215_14,-14.923,65.108,-9.49,66.02
215_15,-16.015,63.727,-10.886,64.68
216_11,-12.469,69.198,-5.878,69.955
216_12,-13.943,67.844,-7.787,68.66
216_13,-15.269,66.48,-9.496,67.347
216_14,-16.468,65.108,-11.036,66.02
216_15,-17.56,63.727,-12.431,64.68
217_11,-14.014,69.198,-7.423,69.955
217_12,-15.489,67.844,-9.332,68.66
217_13,-16.814,66.48,-11.041,67.347
217_14,-18.013,65.108,-12.581,66.02
217_15,-19.105,63.727,-13.976,64.68
218_11,-15.559,69.198,-8.968,69.955
218_12,-17.034,67.844,-10.877,68.66
218_13,-18.359,66.48,-12.586,67.347
218_14,-19.558,65.108,-14.126,66.02
218_15,-20.65,63.727,-15.521,64.68
219_11,-17.104,69.198,-10.513,69.955
219_12,-18.579,67.844,-12.422,68.66
219_13,-19.904,66.48,-14.131,67.347
219_14,-21.103,65.108,-15.671,66.02
219_15,-22.195,63.727,-17.066,64.68
