Placemark,LL Lon,LL Lat,UR Lon,UR Lat
161_11,72.51,69.198,79.1,69.955
161_12,71.035,67.844,77.192,68.66
161_13,69.71,66.48,75.483,67.347
161_14,68.511,65.108,73.943,66.02
161_15,67.419,63.727,72.547,64.68
162_11,70.965,69.198,77.555,69.955
162_12,69.49,67.844,75.646,68.66
162_13,68.165,66.48,73.938,67.347
162_14,66.966,65.108,72.398,66.02
162_15,65.874,63.727,71.002,64.68
163_11,69.42,69.198,76.01,69.955
163_12,67.945,67.844,74.101,68.66
163_13,66.62,66.48,72.392,67.347
163_14,65.421,65.108,70.853,66.02
163_15,64.329,63.727,69.457,64.68
164_11,67.875,69.198,74.465,69.955
164_12,66.4,67.844,72.556,68.66
164_13,65.075,66.48,70.847,67.347
164_14,63.876,65.108,69.308,66.02
164_15,62.783,63.727,67.912,64.68
165_11,66.33,69.198,72.92,69.955
165_12,64.855,67.844,71.011,68.66
165_13,63.53,66.48,69.302,67.347
165_14,62.331,65.108,67.763,66.02
165_15,61.238,63.727,66.367,64.68
