Placemark,LL Lon,LL Lat,UR Lon,UR Lat
196_11,18.433,69.198,25.023,69.955
196_12,16.958,67.844,23.114,68.66
196_13,15.633,66.48,21.405,67.347
196_14,14.434,65.108,19.866,66.02
196_15,13.341,63.727,18.47,64.68
197_11,16.888,69.198,23.478,69.955
197_12,15.413,67.844,21.569,68.66
197_13,14.088,66.48,19.86,67.347
197_14,12.889,65.108,18.321,66.02
197_15,11.796,63.727,16.925,64.68
198_11,15.343,69.198,21.933,69.955
198_12,13.868,67.844,20.024,68.66
198_13,12.543,66.48,18.315,67.347
198_14,11.343,65.108,16.776,66.02
198_15,10.251,63.727,15.38,64.68
199_11,13.798,69.198,20.388,69.955
199_12,12.323,67.844,18.479,68.66
199_13,10.997,66.48,16.77,67.347
199_14,9.798,65.108,15.231,66.02
199_15,8.706,63.727,13.835,64.68
200_11,12.253,69.198,18.843,69.955
200_12,10.778,67.844,16.934,68.66
200_13,9.452,66.48,15.225,67.347
200_14,8.253,65.108,13.685,66.02
200_15,7.161,63.727,12.29,64.68
