Placemark,LL Lon,LL Lat,UR Lon,UR Lat
101_11,165.214,69.198,171.804,69.955
102_11,163.669,69.198,170.259,69.955
103_11,162.124,69.198,168.714,69.955
104_11,160.579,69.198,167.169,69.955
105_11,159.034,69.198,165.624,69.955
