Placemark,LL Lon,LL Lat,UR Lon,UR Lat
25_13,-80.161,66.48,-74.389,67.347
22_11,-72.726,69.198,-66.136,69.955
22_12,-74.201,67.844,-68.045,68.66
22_13,-75.526,66.48,-69.753,67.347
22_14,-76.725,65.108,-71.293,66.02
22_15,-77.817,63.727,-72.689,64.68
25_11,-77.361,69.198,-70.771,69.955
25_14,-81.36,65.108,-75.928,66.02
25_12,-78.836,67.844,-72.68,68.66
25_15,-82.453,63.727,-77.324,64.68
28_11,-81.996,69.198,-75.406,69.955
28_12,-83.471,67.844,-77.315,68.66
28_13,-84.797,66.48,-79.024,67.347
28_14,-85.996,65.108,-80.563,66.02
28_15,-87.088,63.727,-81.959,64.68
30_11,-85.087,69.198,-78.496,69.955
30_12,-86.562,67.844,-80.405,68.66
30_13,-87.887,66.48,-82.114,67.347
30_14,-89.086,65.108,-83.654,66.02
30_15,-90.178,63.727,-85.049,64.68
