Placemark,LL Lon,LL Lat,UR Lon,UR Lat
61_11,-132.984,69.198,-126.393,69.955
62_11,-134.529,69.198,-127.938,69.955
63_11,-136.074,69.198,-129.483,69.955
63_12,-137.549,67.844,-131.392,68.66
64_11,-137.619,69.198,-131.028,69.955
64_12,-139.094,67.844,-132.937,68.66
65_11,-139.164,69.198,-132.573,69.955
65_12,-140.639,67.844,-134.482,68.66
