Placemark,LL Lon,LL Lat,UR Lon,UR Lat
191_11,26.158,69.198,32.749,69.955
191_12,24.683,67.844,30.84,68.66
191_13,23.358,66.48,29.131,67.347
191_14,22.159,65.108,27.591,66.02
191_15,21.067,63.727,26.196,64.68
192_11,24.613,69.198,31.203,69.955
192_12,23.138,67.844,29.295,68.66
192_13,21.813,66.48,27.586,67.347
192_14,20.614,65.108,26.046,66.02
192_15,19.522,63.727,24.65,64.68
193_11,23.068,69.198,29.658,69.955
193_12,21.593,67.844,27.749,68.66
193_13,20.268,66.48,26.041,67.347
193_14,19.069,65.108,24.501,66.02
193_15,17.977,63.727,23.105,64.68
194_11,21.523,69.198,28.113,69.955
194_12,20.048,67.844,26.204,68.66
194_13,18.723,66.48,24.495,67.347
194_14,17.524,65.108,22.956,66.02
194_15,16.432,63.727,21.56,64.68
195_11,19.978,69.198,26.568,69.955
195_12,18.503,67.844,24.659,68.66
195_13,17.178,66.48,22.95,67.347
195_14,15.979,65.108,21.411,66.02
195_15,14.886,63.727,20.015,64.68
