Placemark,LL Lon,LL Lat,UR Lon,UR Lat
225_11,-26.374,69.198,-19.784,69.955
225_12,-27.849,67.844,-21.693,68.66
225_13,-29.174,66.48,-23.402,67.347
225_14,-30.373,65.108,-24.941,66.02
225_15,-31.465,63.727,-26.337,64.68
226_11,-27.919,69.198,-21.329,69.955
226_12,-29.394,67.844,-23.238,68.66
226_13,-30.719,66.48,-24.947,67.347
226_14,-31.918,65.108,-26.486,66.02
226_15,-33.011,63.727,-27.882,64.68
227_11,-29.464,69.198,-22.874,69.955
227_12,-30.939,67.844,-24.783,68.66
227_13,-32.264,66.48,-26.492,67.347
227_14,-33.463,65.108,-28.031,66.02
227_15,-34.556,63.727,-29.427,64.68
228_11,-31.009,69.198,-24.419,69.955
228_12,-32.484,67.844,-26.328,68.66
228_13,-33.809,66.48,-28.037,67.347
228_14,-35.008,65.108,-29.576,66.02
228_15,-36.101,63.727,-30.972,64.68
229_11,-32.554,69.198,-25.964,69.955
229_12,-34.029,67.844,-27.873,68.66
229_13,-35.354,66.48,-29.582,67.347
229_14,-36.554,65.108,-31.121,66.02
229_15,-37.646,63.727,-32.517,64.68
230_11,-34.099,69.198,-27.509,69.955
230_12,-35.574,67.844,-29.418,68.66
230_13,-36.9,66.48,-31.127,67.347
230_14,-38.099,65.108,-32.666,66.02
230_15,-39.191,63.727,-34.062,64.68
231_11,-35.644,69.198,-29.054,69.955
231_12,-37.119,67.844,-30.963,68.66
231_13,-38.445,66.48,-32.672,67.347
231_14,-39.644,65.108,-34.212,66.02
231_15,-40.736,63.727,-35.607,64.68
232_11,-37.19,69.198,-30.599,69.955
232_12,-38.665,67.844,-32.508,68.66
232_13,-39.99,66.48,-34.217,67.347
232_14,-41.189,65.108,-35.757,66.02
232_15,-42.281,63.727,-37.152,64.68
233_11,-38.735,69.198,-32.144,69.955
233_12,-40.21,67.844,-34.053,68.66
233_13,-41.535,66.48,-35.762,67.347
233_14,-42.734,65.108,-37.302,66.02
233_15,-43.826,63.727,-38.697,64.68
