Placemark,LL Lon,LL Lat,UR Lon,UR Lat
220_11,-18.649,69.198,-12.058,69.955
220_12,-20.124,67.844,-13.967,68.66
220_13,-21.449,66.48,-15.676,67.347
220_14,-22.648,65.108,-17.216,66.02
220_15,-23.74,63.727,-18.611,64.68
221_11,-20.194,69.198,-13.603,69.955
221_12,-21.669,67.844,-15.512,68.66
221_13,-22.994,66.48,-17.221,67.347
221_14,-24.193,65.108,-18.761,66.02
221_15,-25.285,63.727,-20.156,64.68
222_11,-21.739,69.198,-15.148,69.955
222_12,-23.214,67.844,-17.057,68.66
222_13,-24.539,66.48,-18.766,67.347
222_14,-25.738,65.108,-20.306,66.02
222_15,-26.83,63.727,-21.701,64.68
223_11,-23.284,69.198,-16.694,69.955
223_12,-24.759,67.844,-18.602,68.66
223_13,-26.084,66.48,-20.311,67.347
223_14,-27.283,65.108,-21.851,66.02
223_15,-28.375,63.727,-23.247,64.68
224_11,-24.829,69.198,-18.239,69.955
224_12,-26.304,67.844,-20.148,68.66
224_13,-27.629,66.48,-21.856,67.347
224_14,-28.828,65.108,-23.396,66.02
224_15,-29.92,63.727,-24.792,64.68
