Placemark,LL Lon,LL Lat,UR Lon,UR Lat
113_80,114.642,-29.526,116.998,-28.203
114_78,113.856,-26.655,116.146,-25.322
114_79,113.48,-28.091,115.802,-26.763
114_80,113.097,-29.526,115.453,-28.203
115_76,113.039,-23.78,115.273,-22.439
115_77,112.678,-25.218,114.939,-23.881
115_78,112.31,-26.655,114.601,-25.322
115_79,111.935,-28.091,114.257,-26.763
