Placemark,LL Lon,LL Lat,UR Lon,UR Lat
166_76,34.241,-23.78,36.474,-22.439
166_77,33.88,-25.218,36.141,-23.881
167_77,32.335,-25.218,34.596,-23.881
167_78,31.967,-26.655,34.257,-25.322
167_79,31.592,-28.091,33.914,-26.763
167_80,31.209,-29.526,33.565,-28.203
