Placemark,LL Lon,LL Lat,UR Lon,UR Lat
177_80,15.758,-29.526,18.114,-28.203
178_79,14.596,-28.091,16.918,-26.763
178_80,14.213,-29.526,16.569,-28.203
179_76,14.155,-23.78,16.389,-22.439
179_77,13.794,-25.218,16.055,-23.881
179_78,13.426,-26.655,15.716,-25.322
180_76,12.61,-23.78,14.843,-22.439
