Placemark,LL Lon,LL Lat,UR Lon,UR Lat
220_80,-50.68,-29.526,-48.324,-28.203
220_79,-50.296,-28.091,-47.975,-26.763
220_78,-49.921,-26.655,-47.631,-25.322
220_77,-49.554,-25.218,-47.293,-23.881
216_76,-43.012,-23.78,-40.779,-22.439
217_76,-44.558,-23.78,-42.324,-22.439
218_76,-46.103,-23.78,-43.869,-22.439
219_76,-47.648,-23.78,-45.414,-22.439
219_77,-48.009,-25.218,-45.748,-23.881
219_79,-48.751,-28.091,-46.43,-26.763
