Placemark,LL Lon,LL Lat,UR Lon,UR Lat
89_77,152.85,-25.218,155.111,-23.881
88_80,153.269,-29.526,155.625,-28.203
89_80,151.724,-29.526,154.08,-28.203
89_79,152.107,-28.091,154.429,-26.763
89_78,152.482,-26.655,154.772,-25.322
90_76,151.666,-23.78,153.899,-22.439
90_77,151.305,-25.218,153.565,-23.881
91_76,150.121,-23.78,152.354,-22.439
91_77,149.76,-25.218,152.02,-23.881
92_76,148.576,-23.78,150.809,-22.439
