Placemark,LL Lon,LL Lat,UR Lon,UR Lat
161_76,41.966,-23.78,44.2,-22.439
160_77,43.15,-25.218,45.411,-23.881
160_76,43.511,-23.78,45.745,-22.439
158_76,46.601,-23.78,48.835,-22.439
158_77,46.24,-25.218,48.501,-23.881
159_77,44.695,-25.218,46.956,-23.881
159_78,44.328,-26.655,46.618,-25.322
