Placemark,LL Lon,LL Lat,UR Lon,UR Lat
220_105,-67.327,-64.68,-62.198,-63.727
220_104,-66.055,-63.329,-61.197,-62.341
219_105,-65.782,-64.68,-60.653,-63.727
219_104,-64.51,-63.329,-59.652,-62.341
210_102,-48.364,-60.601,-43.969,-59.551
209_102,-46.819,-60.601,-42.424,-59.551
214_104,-56.784,-63.329,-51.927,-62.341
214_105,-58.056,-64.68,-52.928,-63.727
215_103,-57.164,-61.969,-52.549,-60.948
215_104,-58.329,-63.329,-53.472,-62.341
215_105,-59.602,-64.68,-54.473,-63.727
216_103,-58.709,-61.969,-54.094,-60.948
216_104,-59.874,-63.329,-55.017,-62.341
216_105,-61.147,-64.68,-56.018,-63.727
217_103,-60.254,-61.969,-55.639,-60.948
217_105,-62.692,-64.68,-57.563,-63.727
218_104,-62.965,-63.329,-58.107,-62.341
