Placemark,LL Lon,LL Lat,UR Lon,UR Lat
181_111,-18.201,-72.476,-10.559,-71.865
182_111,-19.746,-72.476,-12.104,-71.865
183_111,-21.291,-72.476,-13.649,-71.865
183_112,-24.064,-73.692,-15.786,-73.172
183_113,-27.249,-74.868,-18.251,-74.456
183_114,-30.931,-75.996,-21.122,-75.711
183_115,-35.209,-77.061,-24.504,-76.927
184_111,-22.836,-72.476,-15.194,-71.865
184_112,-25.609,-73.692,-17.331,-73.172
184_113,-28.794,-74.868,-19.796,-74.456
184_114,-32.476,-75.996,-22.667,-75.711
184_115,-36.754,-77.061,-26.049,-76.927
185_111,-24.381,-72.476,-16.739,-71.865
185_112,-27.154,-73.692,-18.876,-73.172
185_113,-30.339,-74.868,-21.341,-74.456
185_114,-34.021,-75.996,-24.212,-75.711
185_115,-38.299,-77.061,-27.594,-76.927
