Placemark,LL Lon,LL Lat,UR Lon,UR Lat
220_111,-78.458,-72.476,-70.816,-71.865
221_111,-80.003,-72.476,-72.361,-71.865
222_112,-84.321,-73.692,-76.044,-73.172
223_111,-83.093,-72.476,-75.451,-71.865
224_112,-87.411,-73.692,-79.134,-73.172
225_111,-86.183,-72.476,-78.541,-71.865
225_112,-88.957,-73.692,-80.679,-73.172
226_112,-90.502,-73.692,-82.224,-73.172
229_111,-92.364,-72.476,-84.722,-71.865
230_111,-93.909,-72.476,-86.267,-71.865
231_111,-95.454,-72.476,-87.812,-71.865
232_111,-96.999,-72.476,-89.357,-71.865
233_111,-98.544,-72.476,-90.902,-71.865
233_113,-104.502,-74.868,-95.504,-74.456
