Placemark,LL Lon,LL Lat,UR Lon,UR Lat
13_112,-121.403,-73.692,-113.125,-73.172
15_112,-124.493,-73.692,-116.215,-73.172
14_112,-122.948,-73.692,-114.67,-73.172
11_112,-118.313,-73.692,-110.035,-73.172
16_112,-126.038,-73.692,-117.76,-73.172
17_112,-127.583,-73.692,-119.305,-73.172
19_112,-130.673,-73.692,-122.396,-73.172
20_112,-132.218,-73.692,-123.941,-73.172
20_113,-135.403,-74.868,-126.405,-74.456
