Placemark,LL Lon,LL Lat,UR Lon,UR Lat
1_111,-100.089,-72.476,-92.447,-71.865
3_111,-103.179,-72.476,-95.537,-71.865
3_112,-105.952,-73.692,-97.675,-73.172
3_113,-109.137,-74.868,-100.139,-74.456
4_112,-107.497,-73.692,-99.22,-73.172
5_111,-106.269,-72.476,-98.627,-71.865
5_112,-109.042,-73.692,-100.765,-73.172
6_112,-110.587,-73.692,-102.31,-73.172
5_113,-112.228,-74.868,-103.229,-74.456
8_112,-113.678,-73.692,-105.4,-73.172
7_113,-115.318,-74.868,-106.319,-74.456
10_112,-116.768,-73.692,-108.49,-73.172
6_113,-113.773,-74.868,-104.774,-74.456
