Placemark,LL Lon,LL Lat,UR Lon,UR Lat
159_109,20.369,-69.955,26.96,-69.198
158_109,21.914,-69.955,28.505,-69.198
157_109,23.459,-69.955,30.05,-69.198
156_109,25.004,-69.955,31.595,-69.198
155_109,26.549,-69.955,33.14,-69.198
155_108,28.458,-68.66,34.615,-67.844
150_108,36.184,-68.66,42.34,-67.844
151_108,34.639,-68.66,40.795,-67.844
152_108,33.093,-68.66,39.25,-67.844
153_108,31.548,-68.66,37.705,-67.844
154_108,30.003,-68.66,36.16,-67.844
