Placemark,LL Lon,LL Lat,UR Lon,UR Lat
105_106,108.96,-66.02,114.392,-65.108
105_107,107.42,-67.347,113.193,-66.48
106_106,107.415,-66.02,112.847,-65.108
106_107,105.875,-67.347,111.648,-66.48
107_106,105.87,-66.02,111.302,-65.108
107_107,104.33,-67.347,110.103,-66.48
108_106,104.325,-66.02,109.757,-65.108
109_106,102.78,-66.02,108.212,-65.108
