Placemark,LL Lon,LL Lat,UR Lon,UR Lat
130_108,67.085,-68.66,73.241,-67.844
131_108,65.54,-68.66,71.696,-67.844
131_107,67.249,-67.347,73.021,-66.48
132_107,65.704,-67.347,71.476,-66.48
132_108,63.995,-68.66,70.151,-67.844
133_107,64.159,-67.347,69.931,-66.48
133_108,62.45,-68.66,68.606,-67.844
134_107,62.614,-67.347,68.386,-66.48
134_108,60.905,-68.66,67.061,-67.844
125_106,78.059,-66.02,83.491,-65.108
125_107,76.519,-67.347,82.292,-66.48
125_108,74.81,-68.66,80.967,-67.844
125_109,72.901,-69.955,79.492,-69.198
126_109,71.356,-69.955,77.947,-69.198
127_109,69.811,-69.955,76.402,-69.198
128_108,70.175,-68.66,76.331,-67.844
129_108,68.63,-68.66,74.786,-67.844
