Placemark,LL Lon,LL Lat,UR Lon,UR Lat
99_107,116.691,-67.347,122.463,-66.48
99_106,118.23,-66.02,123.663,-65.108
98_106,119.775,-66.02,125.208,-65.108
97_106,121.321,-66.02,126.753,-65.108
96_106,122.866,-66.02,128.298,-65.108
95_106,124.411,-66.02,129.843,-65.108
90_106,132.136,-66.02,137.568,-65.108
91_106,130.591,-66.02,136.023,-65.108
92_106,129.046,-66.02,134.478,-65.108
93_106,127.501,-66.02,132.933,-65.108
93_107,125.961,-67.347,131.734,-66.48
94_106,125.956,-66.02,131.388,-65.108
94_107,124.416,-67.347,130.189,-66.48
