Placemark,LL Lon,LL Lat,UR Lon,UR Lat
120_106,85.784,-66.02,91.216,-65.108
121_106,84.239,-66.02,89.671,-65.108
122_106,82.694,-66.02,88.126,-65.108
123_106,81.149,-66.02,86.581,-65.108
123_107,79.609,-67.347,85.382,-66.48
123_108,77.9,-68.66,84.057,-67.844
124_106,79.604,-66.02,85.036,-65.108
124_107,78.064,-67.347,83.837,-66.48
124_108,76.355,-68.66,82.512,-67.844
124_109,74.446,-69.955,81.037,-69.198
