Placemark,LL Lon,LL Lat,UR Lon,UR Lat
160_51,51.483,12.33,53.582,13.691
160_52,51.173,10.885,53.258,12.247
160_53,50.863,9.439,52.938,10.803
160_54,50.555,7.993,52.62,9.358
160_55,50.248,6.547,52.305,7.913
161_51,49.938,12.33,52.036,13.691
161_52,49.628,10.885,51.713,12.247
161_53,49.318,9.439,51.393,10.803
161_54,49.01,7.993,51.075,9.358
161_55,48.703,6.547,50.76,7.913
162_51,48.393,12.33,50.491,13.691
162_52,48.083,10.885,50.168,12.247
162_53,47.773,9.439,49.848,10.803
162_54,47.465,7.993,49.53,9.358
162_55,47.158,6.547,49.215,7.913
163_51,46.848,12.33,48.946,13.691
163_52,46.537,10.885,48.623,12.247
163_53,46.228,9.439,48.303,10.803
163_54,45.92,7.993,47.985,9.358
163_55,45.613,6.547,47.67,7.913
164_51,45.303,12.33,47.401,13.691
164_52,44.992,10.885,47.078,12.247
164_53,44.683,9.439,46.758,10.803
164_54,44.375,7.993,46.44,9.358
164_55,44.068,6.547,46.125,7.913
