Placemark,LL Lon,LL Lat,UR Lon,UR Lat
205_52,-18.355,10.885,-16.27,12.247
205_51,-18.044,12.33,-15.946,13.691
200_51,-10.319,12.33,-8.221,13.691
200_52,-10.63,10.885,-8.544,12.247
200_53,-10.939,9.439,-8.865,10.803
200_54,-11.247,7.993,-9.182,9.358
200_55,-11.555,6.547,-9.497,7.913
201_51,-11.864,12.33,-9.766,13.691
201_52,-12.175,10.885,-10.089,12.247
201_53,-12.484,9.439,-10.41,10.803
201_54,-12.793,7.993,-10.727,9.358
201_55,-13.1,6.547,-11.042,7.913
202_51,-13.409,12.33,-11.311,13.691
202_52,-13.72,10.885,-11.634,12.247
202_53,-14.029,9.439,-11.955,10.803
202_54,-14.338,7.993,-12.272,9.358
202_55,-14.645,6.547,-12.587,7.913
203_51,-14.954,12.33,-12.856,13.691
203_52,-15.265,10.885,-13.179,12.247
203_53,-15.574,9.439,-13.5,10.803
203_54,-15.883,7.993,-13.817,9.358
203_55,-16.19,6.547,-14.133,7.913
204_51,-16.499,12.33,-14.401,13.691
204_52,-16.81,10.885,-14.725,12.247
204_53,-17.12,9.439,-15.045,10.803
204_54,-17.428,7.993,-15.362,9.358
204_55,-17.735,6.547,-15.678,7.913
