Placemark,LL Lon,LL Lat,UR Lon,UR Lat
1_51,-62.851,12.33,-60.753,13.691
1_52,-63.162,10.885,-61.076,12.247
1_53,-63.471,9.439,-61.397,10.803
1_54,-63.78,7.993,-61.714,9.358
1_55,-64.087,6.547,-62.029,7.913
2_51,-64.396,12.33,-62.298,13.691
2_52,-64.707,10.885,-62.622,12.247
2_53,-65.017,9.439,-62.942,10.803
2_54,-65.325,7.993,-63.259,9.358
2_55,-65.632,6.547,-63.575,7.913
3_51,-65.941,12.33,-63.843,13.691
3_52,-66.252,10.885,-64.167,12.247
3_53,-66.562,9.439,-64.487,10.803
3_54,-66.87,7.993,-64.804,9.358
3_55,-67.177,6.547,-65.12,7.913
4_51,-67.487,12.33,-65.388,13.691
4_52,-67.797,10.885,-65.712,12.247
4_53,-68.107,9.439,-66.032,10.803
4_54,-68.415,7.993,-66.349,9.358
4_55,-68.722,6.547,-66.665,7.913
5_51,-69.032,12.33,-66.933,13.691
5_52,-69.342,10.885,-67.257,12.247
5_53,-69.652,9.439,-67.577,10.803
5_54,-69.96,7.993,-67.895,9.358
5_55,-70.267,6.547,-68.21,7.913
