Placemark,LL Lon,LL Lat,UR Lon,UR Lat
115_51,121.011,12.33,123.109,13.691
115_52,120.701,10.885,122.786,12.247
115_53,120.391,9.439,122.466,10.803
115_54,120.083,7.993,122.148,9.358
115_55,119.776,6.547,121.833,7.913
116_51,119.466,12.33,121.564,13.691
116_52,119.156,10.885,121.241,12.247
116_53,118.846,9.439,120.921,10.803
116_54,118.538,7.993,120.603,9.358
116_55,118.231,6.547,120.288,7.913
117_51,117.921,12.33,120.019,13.691
117_52,117.61,10.885,119.696,12.247
117_53,117.301,9.439,119.376,10.803
117_54,116.993,7.993,119.058,9.358
117_55,116.686,6.547,118.743,7.913
118_51,116.376,12.33,118.474,13.691
118_52,116.065,10.885,118.151,12.247
118_53,115.756,9.439,117.831,10.803
118_54,115.448,7.993,117.513,9.358
118_55,115.14,6.547,117.198,7.913
119_51,114.831,12.33,116.929,13.691
119_52,114.52,10.885,116.606,12.247
119_53,114.211,9.439,116.286,10.803
119_54,113.903,7.993,115.968,9.358
119_55,113.595,6.547,115.653,7.913
