Placemark,LL Lon,LL Lat,UR Lon,UR Lat
130_51,97.835,12.33,99.933,13.691
130_52,97.525,10.885,99.61,12.247
130_53,97.215,9.439,99.29,10.803
130_54,96.907,7.993,98.972,9.358
130_55,96.6,6.547,98.657,7.913
131_51,96.29,12.33,98.388,13.691
131_52,95.98,10.885,98.065,12.247
132_51,94.745,12.33,96.843,13.691
132_52,94.434,10.885,96.52,12.247
132_53,94.125,9.439,96.2,10.803
132_54,93.817,7.993,95.882,9.358
132_55,93.51,6.547,95.567,7.913
133_51,93.2,12.33,95.298,13.691
133_52,92.889,10.885,94.975,12.247
133_53,92.58,9.439,94.655,10.803
133_54,92.272,7.993,94.337,9.358
133_55,91.965,6.547,94.022,7.913
134_51,91.655,12.33,93.753,13.691
134_52,91.344,10.885,93.43,12.247
134_53,91.035,9.439,93.11,10.803
