Placemark,LL Lon,LL Lat,UR Lon,UR Lat
120_51,113.286,12.33,115.384,13.691
120_52,112.975,10.885,115.061,12.247
120_53,112.666,9.439,114.741,10.803
120_54,112.358,7.993,114.423,9.358
120_55,112.05,6.547,114.108,7.913
121_51,111.741,12.33,113.839,13.691
121_52,111.43,10.885,113.516,12.247
121_53,111.121,9.439,113.196,10.803
121_54,110.813,7.993,112.878,9.358
121_55,110.505,6.547,112.563,7.913
122_51,110.196,12.33,112.294,13.691
122_52,109.885,10.885,111.971,12.247
122_53,109.576,9.439,111.651,10.803
122_54,109.268,7.993,111.333,9.358
122_55,108.96,6.547,111.018,7.913
123_51,108.651,12.33,110.749,13.691
123_52,108.34,10.885,110.426,12.247
123_53,108.031,9.439,110.105,10.803
123_54,107.722,7.993,109.788,9.358
124_51,107.106,12.33,109.204,13.691
124_52,106.795,10.885,108.881,12.247
124_53,106.486,9.439,108.56,10.803
124_54,106.177,7.993,108.243,9.358
