Placemark,LL Lon,LL Lat,UR Lon,UR Lat
165_51,43.758,12.33,45.856,13.691
165_52,43.447,10.885,45.533,12.247
165_53,43.138,9.439,45.213,10.803
165_54,42.83,7.993,44.895,9.358
165_55,42.522,6.547,44.58,7.913
166_51,42.213,12.33,44.311,13.691
166_52,41.902,10.885,43.988,12.247
166_53,41.593,9.439,43.668,10.803
166_54,41.285,7.993,43.35,9.358
166_55,40.977,6.547,43.035,7.913
167_51,40.668,12.33,42.766,13.691
167_52,40.357,10.885,42.443,12.247
167_53,40.048,9.439,42.123,10.803
167_54,39.74,7.993,41.805,9.358
167_55,39.432,6.547,41.49,7.913
168_51,39.123,12.33,41.221,13.691
168_52,38.812,10.885,40.898,12.247
168_53,38.503,9.439,40.578,10.803
168_54,38.195,7.993,40.26,9.358
168_55,37.887,6.547,39.945,7.913
169_51,37.578,12.33,39.676,13.691
169_52,37.267,10.885,39.353,12.247
169_53,36.958,9.439,39.032,10.803
169_54,36.65,7.993,38.715,9.358
169_55,36.342,6.547,38.4,7.913
