Placemark,LL Lon,LL Lat,UR Lon,UR Lat
40_36,-118.04,33.955,-115.519,35.255
40_37,-118.417,32.518,-115.942,33.825
40_38,-118.786,31.081,-116.354,32.393
40_39,-119.148,29.642,-116.755,30.96
40_40,-119.503,28.203,-117.147,29.526
41_36,-119.585,33.955,-117.064,35.255
41_37,-119.962,32.518,-117.487,33.825
41_38,-120.331,31.081,-117.899,32.393
41_39,-120.693,29.642,-118.3,30.96
41_40,-121.048,28.203,-118.692,29.526
42_36,-121.13,33.955,-118.609,35.255
42_37,-121.507,32.518,-119.032,33.825
42_38,-121.876,31.081,-119.444,32.393
42_39,-122.238,29.642,-119.845,30.96
42_40,-122.593,28.203,-120.237,29.526
43_36,-122.676,33.955,-120.154,35.255
43_37,-123.053,32.518,-120.577,33.825
43_38,-123.422,31.081,-120.989,32.393
43_39,-123.783,29.642,-121.39,30.96
43_40,-124.138,28.203,-121.782,29.526
44_36,-124.221,33.955,-121.7,35.255
44_37,-124.598,32.518,-122.122,33.825
44_38,-124.967,31.081,-122.534,32.393
44_39,-125.328,29.642,-122.935,30.96
44_40,-125.683,28.203,-123.327,29.526
45_36,-125.766,33.955,-123.245,35.255
45_37,-126.143,32.518,-123.667,33.825
45_38,-126.512,31.081,-124.079,32.393
45_39,-126.873,29.642,-124.481,30.96
45_40,-127.228,28.203,-124.872,29.526
