Placemark,LL Lon,LL Lat,UR Lon,UR Lat
110_36,133.805,33.955,136.326,35.255
110_37,133.428,32.518,135.903,33.825
110_38,133.059,31.081,135.492,32.393
110_39,132.697,29.642,135.09,30.96
110_40,132.342,28.203,134.698,29.526
111_36,132.26,33.955,134.781,35.255
111_37,131.883,32.518,134.358,33.825
111_38,131.514,31.081,133.947,32.393
111_39,131.152,29.642,133.545,30.96
111_40,130.797,28.203,133.153,29.526
112_36,130.715,33.955,133.236,35.255
112_37,130.338,32.518,132.813,33.825
112_38,129.969,31.081,132.402,32.393
112_39,129.607,29.642,132.0,30.96
112_40,129.252,28.203,131.608,29.526
113_36,129.17,33.955,131.691,35.255
113_37,128.793,32.518,131.268,33.825
113_38,128.424,31.081,130.856,32.393
113_39,128.062,29.642,130.455,30.96
113_40,127.707,28.203,130.063,29.526
114_36,127.625,33.955,130.146,35.255
114_37,127.248,32.518,129.723,33.825
114_38,126.879,31.081,129.311,32.393
114_39,126.517,29.642,128.91,30.96
114_40,126.162,28.203,128.518,29.526
