Placemark,LL Lon,LL Lat,UR Lon,UR Lat
175_36,33.376,33.955,35.897,35.255
175_37,32.999,32.518,35.474,33.825
175_38,32.63,31.081,35.062,32.393
175_39,32.268,29.642,34.661,30.96
175_40,31.913,28.203,34.269,29.526
176_36,31.831,33.955,34.352,35.255
176_37,31.454,32.518,33.929,33.825
176_38,31.085,31.081,33.517,32.393
176_39,30.723,29.642,33.116,30.96
176_40,30.368,28.203,32.724,29.526
177_36,30.286,33.955,32.807,35.255
177_37,29.909,32.518,32.384,33.825
177_38,29.54,31.081,31.972,32.393
177_39,29.178,29.642,31.571,30.96
177_40,28.823,28.203,31.179,29.526
178_36,28.741,33.955,31.262,35.255
178_37,28.364,32.518,30.839,33.825
178_38,27.995,31.081,30.427,32.393
178_39,27.633,29.642,30.026,30.96
178_40,27.278,28.203,29.634,29.526
179_36,27.196,33.955,29.717,35.255
179_37,26.819,32.518,29.294,33.825
179_38,26.45,31.081,28.882,32.393
179_39,26.088,29.642,28.481,30.96
179_40,25.733,28.203,28.089,29.526
