Placemark,LL Lon,LL Lat,UR Lon,UR Lat
25_36,-94.864,33.955,-92.343,35.255
25_37,-95.241,32.518,-92.766,33.825
25_38,-95.61,31.081,-93.178,32.393
25_39,-95.972,29.642,-93.579,30.96
25_40,-96.327,28.203,-93.971,29.526
26_36,-96.409,33.955,-93.888,35.255
26_37,-96.786,32.518,-94.311,33.825
26_38,-97.155,31.081,-94.723,32.393
26_39,-97.517,29.642,-95.124,30.96
26_40,-97.872,28.203,-95.516,29.526
27_36,-97.954,33.955,-95.433,35.255
27_37,-98.331,32.518,-95.856,33.825
27_38,-98.7,31.081,-96.268,32.393
27_39,-99.062,29.642,-96.669,30.96
27_40,-99.417,28.203,-97.061,29.526
28_36,-99.5,33.955,-96.979,35.255
28_37,-99.877,32.518,-97.401,33.825
28_38,-100.246,31.081,-97.813,32.393
28_39,-100.607,29.642,-98.214,30.96
28_40,-100.962,28.203,-98.606,29.526
29_36,-101.045,33.955,-98.524,35.255
29_37,-101.422,32.518,-98.946,33.825
29_38,-101.791,31.081,-99.358,32.393
29_39,-102.152,29.642,-99.759,30.96
29_40,-102.507,28.203,-100.151,29.526
