Placemark,LL Lon,LL Lat,UR Lon,UR Lat
20_36,-87.139,33.955,-84.618,35.255
20_37,-87.516,32.518,-85.041,33.825
20_38,-87.885,31.081,-85.453,32.393
20_39,-88.247,29.642,-85.854,30.96
20_40,-88.602,28.203,-86.246,29.526
21_36,-88.684,33.955,-86.163,35.255
21_37,-89.061,32.518,-86.586,33.825
21_38,-89.43,31.081,-86.998,32.393
21_39,-89.792,29.642,-87.399,30.96
21_40,-90.147,28.203,-87.791,29.526
22_36,-90.229,33.955,-87.708,35.255
22_37,-90.606,32.518,-88.131,33.825
22_38,-90.975,31.081,-88.543,32.393
22_39,-91.337,29.642,-88.944,30.96
22_40,-91.692,28.203,-89.336,29.526
23_36,-91.774,33.955,-89.253,35.255
23_37,-92.151,32.518,-89.676,33.825
23_38,-92.52,31.081,-90.088,32.393
23_39,-92.882,29.642,-90.489,30.96
23_40,-93.237,28.203,-90.881,29.526
24_36,-93.319,33.955,-90.798,35.255
24_37,-93.696,32.518,-91.221,33.825
24_38,-94.065,31.081,-91.633,32.393
24_39,-94.427,29.642,-92.034,30.96
24_40,-94.782,28.203,-92.426,29.526
